year,metro,city,genSrc,capacity,cnt,all,0,1,2,3,4,5,6,7,8,9,10,면적
2020,강원,홍천군,태양광,62921.0,611,69242,3800,5180,6875,6139,8297,12754,13820,7310,4387,637,43,16830.1
2020,강원,화천군,소수력,98.0,1,24857,1791,1797,3906,2846,2745,3914,3837,2415,1366,225,15,16830.1
2020,강원,화천군,태양광,54438.0,289,24857,1791,1797,3906,2846,2745,3914,3837,2415,1366,225,15,16830.1
2020,강원,횡성군,태양광,39420.0,285,46472,2159,3500,3851,3439,5119,8739,10273,5592,3242,523,35,16830.1
2021,강원,강릉시,소수력,870.0,2,212965,12837,18449,24560,21221,31762,36670,35766,19512,10438,1698,52,16830.1
2021,강원,강릉시,태양광,59858.21,492,212965,12837,18449,24560,21221,31762,36670,35766,19512,10438,1698,52,16830.1
2021,강원,강릉시,풍력,80.0,1,212965,12837,18449,24560,21221,31762,36670,35766,19512,10438,1698,52,16830.1
2021,강원,고성군,소수력,180.0,1,27249,1354,1588,2678,2379,3077,4797,5651,3408,1981,327,9,16830.1
2021,강원,고성군,태양광,88189.31,465,27249,1354,1588,2678,2379,3077,4797,5651,3408,1981,327,9,16830.1
2021,강원,동해시,태양광,7234.84,72,90081,6272,8535,9361,8677,14228,15731,14679,7994,4008,584,12,16830.1
2021,강원,삼척시,태양광,50919.06,269,63429,3524,5018,6721,5210,8497,10920,11843,6992,4074,614,16,16830.1
2021,강원,속초시,태양광,4382.14,55,82791,5621,7220,8958,9112,12149,15068,13878,6770,3395,608,12,16830.1
2021,강원,양구군,소수력,180.0,1,21748,1649,1929,2856,2471,2428,3407,3649,1954,1218,180,7,16830.1
2021,강원,양구군,태양광,75686.6,674,21748,1649,1929,2856,2471,2428,3407,3649,1954,1218,180,7,16830.1
2021,강원,양양군,태양광,11160.66,68,27913,1269,1770,2327,2244,3444,4938,5943,3632,2003,331,12,16830.1
2021,강원,영월군,태양광,39143.16,303,37904,1549,2748,3136,2620,4322,7097,8503,4688,2858,370,13,16830.1
2021,강원,원주시,바이오,1870.0,2,357757,27420,35362,44938,45429,56864,61255,50069,21409,12978,1978,55,16830.1
2021,강원,원주시,태양광,71853.75,780,357757,27420,35362,44938,45429,56864,61255,50069,21409,12978,1978,55,16830.1
2021,강원,인제군,태양광,84136.73,660,32165,2499,2236,4209,3981,3938,5107,5730,2589,1610,259,7,16830.1
2021,강원,정선군,태양광,21363.14,173,35675,1628,2412,2625,2755,4626,6682,7925,4373,2312,327,10,16830.1
2021,강원,철원군,소수력,465.0,1,43340,3155,3629,5242,4496,5483,6929,7159,4468,2401,365,13,16830.1
2021,강원,철원군,태양광,85451.79,532,43340,3155,3629,5242,4496,5483,6929,7159,4468,2401,365,13,16830.1
2021,강원,춘천시,바이오,800.0,1,284594,20826,26476,37437,34379,41949,46820,41669,20395,12627,1953,63,16830.1
2021,강원,춘천시,태양광,33896.2,413,284594,20826,26476,37437,34379,41949,46820,41669,20395,12627,1953,63,16830.1
2021,강원,태백시,태양광,28149.69,81,40844,2301,3665,3452,3296,6095,6981,7804,4789,2204,255,2,16830.1
2021,강원,평창군,연료전지,96.0,1,40996,1715,2724,3240,2824,5053,7802,9485,4877,2877,382,17,16830.1
2021,강원,평창군,태양광,83486.34,379,40996,1715,2724,3240,2824,5053,7802,9485,4877,2877,382,17,16830.1
2021,강원,홍천군,소수력,430.0,1,68365,3535,4962,6495,5720,7973,12122,15114,7104,4657,661,22,16830.1
2021,강원,홍천군,태양광,85968.69,872,68365,3535,4962,6495,5720,7973,12122,15114,7104,4657,661,22,16830.1
2021,강원,화천군,소수력,178.0,2,24195,1709,1721,3567,2763,2608,3758,4133,2207,1491,228,10,16830.1
2021,강원,화천군,태양광,66106.56,377,24195,1709,1721,3567,2763,2608,3758,4133,2207,1491,228,10,16830.1
2021,강원,횡성군,태양광,40881.99,329,46481,2108,3441,3622,3240,4926,8502,11158,5466,3454,538,26,16830.1
2012,경기,가평군,태양광,404.15,11,60794,4482,6383,6335,7208,9371,11237,7205,6156,2090,299,28,10199.5
2012,경기,고양시,태양광,502.73,12,969916,91644,141455,124958,147713,197784,139950,61059,47555,15515,2126,157,10199.5
2012,경기,과천시,태양광,20.0,1,71068,6394,10640,9356,9611,14093,11093,4751,3406,1464,229,31,10199.5
2012,경기,광주시,태양광,301.8,7,275656,30318,32650,32686,49412,49551,42254,22065,12418,3738,519,45,10199.5
2012,경기,구리시,소수력,45.0,1,192341,18569,26462,25051,31576,37221,28920,13455,8294,2399,346,48,10199.5
2012,경기,군포시,태양광,992.8,2,286841,30809,37551,39503,50415,52305,42252,17490,11782,4141,559,34,10199.5
2012,경기,김포시,태양광,798.58,9,287432,32858,36983,32058,49963,53019,40850,22112,14303,4655,589,42,10199.5
2012,경기,남양주시,태양광,307.7,5,599539,69906,79462,66730,103918,111698,83480,45393,29203,8431,1214,104,10199.5
2012,경기,부천시,태양광,128.0,3,869944,77892,111198,129276,145849,156930,142478,59647,33627,11343,1572,132,10199.5
2012,경기,성남시,태양광,297.52,8,978615,86954,124634,136995,169165,180742,146555,72794,43667,14556,2272,281,10199.5
2012,경기,수원시,태양광,303.37,6,1120258,114301,158887,163752,200130,211195,150587,65587,40178,13579,1910,152,10199.5
2012,경기,시흥시,태양광,431.19,9,399485,43356,59805,50844,71259,83872,52359,19775,13406,4181,576,52,10199.5
2012,경기,안산시,태양광,608.59,11,715108,68757,108219,101815,119744,144878,100552,37341,24647,8084,1012,59,10199.5
2012,경기,안성시,태양광,529.37,19,181608,19231,22294,21457,30740,30116,26060,14922,12108,4127,520,33,10199.5
2012,경기,안양시,태양광,30.0,1,611412,54826,82742,87911,98366,112685,97441,42496,25092,8580,1167,106,10199.5
2012,경기,양주시,태양광,296.26,5,200310,22409,25927,22216,33030,36508,29262,16127,11092,3224,483,32,10199.5
2012,경기,양평군,태양광,178.4,5,102193,7791,10436,10284,12314,15799,19042,12702,9892,3355,547,31,10199.5
2012,경기,연천군,태양광,148.66,4,45599,3498,4756,5365,5392,6746,7891,5255,4860,1569,239,28,10199.5
2012,경기,오산시,태양광,98.28,1,200291,28404,25323,26538,44707,34218,22181,10235,6602,1807,252,24,10199.5
2012,경기,용인시,태양광,427.49,9,915959,114181,127382,99258,168870,175399,108632,65843,41649,12732,1912,101,10199.5
2012,경기,의왕시,태양광,149.07,2,154757,15548,19876,21429,25474,28011,24535,10662,6498,2334,366,24,10199.5
2012,경기,의정부시,태양광,30.0,1,429147,39631,57429,54077,67330,80450,65522,34010,23124,6565,876,133,10199.5
2012,경기,이천시,태양광,244.4,12,204917,22727,27558,26370,34284,34779,28864,14723,11347,3719,516,30,10199.5
2012,경기,파주시,태양광,1481.98,19,394201,46005,49364,50494,67779,70158,51693,28583,22076,6914,1024,111,10199.5
2012,경기,평택시,태양광,1204.69,32,434305,46190,59289,53158,73514,79131,60123,31127,23430,7255,940,148,10199.5
2012,경기,포천시,태양광,417.19,9,157559,13167,19932,18586,20712,28239,27618,14187,11082,3492,502,42,10199.5
2012,경기,하남시,태양광,255.08,4,146269,13262,16558,19223,23819,25210,25251,13178,7039,2253,407,69,10199.5
2012,경기,화성시,태양광,1652.55,43,525490,78177,67285,56169,111535,92956,60096,30852,20720,6691,951,58,10199.5
2013,경기,가평군,태양광,842.65,21,61017,4418,6125,6241,6991,9298,11502,7524,6326,2240,324,28,10199.5
2013,경기,고양시,태양광,700.97,16,990571,91727,137802,129878,146606,200392,150579,64336,49611,17063,2403,174,10199.5
2013,경기,과천시,태양광,20.0,1,70578,6175,10095,9539,9237,13759,11449,5004,3468,1558,257,37,10199.5
2013,경기,광명시,태양광,20.0,1,353100,37179,42671,45541,63955,62877,53112,26367,15562,5030,711,95,10199.5
2013,경기,광주시,태양광,889.3,14,286699,31153,32857,33346,51286,51805,44652,23638,13243,4065,596,58,10199.5
2013,경기,구리시,소수력,45.0,1,189680,17634,25211,24784,29801,36817,29920,13811,8672,2582,399,49,10199.5
2013,경기,군포시,태양광,992.8,2,286344,30079,36156,39134,49162,52395,43973,18295,12033,4452,630,35,10199.5
2013,경기,김포시,태양광,1188.9,16,312305,36779,38234,34228,54958,57147,45066,24308,15600,5232,710,43,10199.5
2013,경기,남양주시,태양광,499.6,12,618305,70728,80094,69467,102596,116766,89019,47918,31029,9181,1386,121,10199.5
2013,경기,부천시,태양광,218.28,6,863720,75157,105396,127363,141915,155508,146580,62985,34872,12038,1757,149,10199.5
2013,경기,성남시,태양광,327.52,9,979534,86034,119605,135594,166574,180717,151204,75851,45642,15455,2554,304,10199.5
2013,경기,수원시,태양광,431.63,11,1148157,116463,155370,168690,201784,216853,160706,69236,42185,14560,2140,170,10199.5
2013,경기,시흥시,태양광,494.19,10,396765,41435,57241,51453,67319,83858,56006,20500,13843,4401,654,55,10199.5
2013,경기,안산시,태양광,968.84,18,713666,66589,103032,102992,115580,144549,106835,38784,25439,8642,1153,71,10199.5
2013,경기,안성시,태양광,733.22,25,182173,18910,21782,21076,29788,30821,27000,15495,12250,4442,571,38,10199.5
2013,경기,안양시,태양광,30.0,1,607877,53350,78460,87154,96450,111667,99804,44633,25775,9163,1305,116,10199.5
2013,경기,양주시,태양광,363.41,10,199143,21594,25370,21874,30679,37146,30304,16586,11577,3459,522,32,10199.5
2013,경기,양평군,태양광,848.52,11,103620,7924,10222,10182,12108,16027,19451,13296,10236,3559,574,41,10199.5
2013,경기,연천군,태양광,148.66,4,45610,3530,4455,5462,5234,6646,8083,5307,4933,1673,261,26,10199.5
2013,경기,오산시,태양광,98.28,1,205460,28867,25647,26062,44947,36329,23650,10732,6994,1959,247,26,10199.5
2013,경기,용인시,태양광,920.29,14,941477,115151,127807,102737,167582,183531,115172,68957,44390,13883,2167,100,10199.5
2013,경기,의왕시,태양광,149.07,2,159772,16012,19539,22096,25724,28674,26213,11541,6960,2565,419,29,10199.5
2013,경기,의정부시,태양광,100.0,2,430976,38864,55419,54738,65297,80563,68475,35188,24117,7170,994,151,10199.5
2013,경기,이천시,태양광,743.57,20,205479,22433,26900,25908,33556,35346,29882,15261,11562,4039,562,30,10199.5
2013,경기,파주시,태양광,1956.92,28,401718,46236,49512,50547,67043,72684,54397,29476,23075,7469,1155,124,10199.5
2013,경기,평택시,태양광,1604.94,39,442034,46591,58223,54279,73230,81443,63157,32023,24083,7748,1104,153,10199.5
2013,경기,포천시,태양광,943.51,16,156603,12483,19137,18453,19673,27868,28653,14599,11406,3705,578,48,10199.5
2013,경기,하남시,태양광,1179.08,7,145096,12905,15960,18518,23102,25065,25440,13830,7374,2377,448,77,10199.5
2013,경기,화성시,태양광,2760.32,54,530251,76654,68293,55655,107639,97508,62728,32164,21334,7201,1010,65,10199.5
2014,경기,가평군,태양광,1049.3,27,61213,4184,5977,6136,6672,9249,11746,7938,6503,2424,351,33,10199.5
2014,경기,고양시,태양광,2796.29,42,1006154,91676,132764,135019,144065,200512,160021,68955,51332,19058,2546,206,10199.5
2014,경기,과천시,태양광,20.0,1,70156,5901,9586,9657,9019,13298,11895,5310,3533,1628,291,38,10199.5
2014,경기,광명시,태양광,68.75,2,348560,35735,41196,44731,60260,62855,53444,28186,15873,5425,752,103,10199.5
2014,경기,광주시,태양광,1514.3,27,298858,32074,32882,34842,52537,54017,47302,25818,14152,4528,641,65,10199.5
2014,경기,구리시,소수력,45.0,1,186820,16711,23672,25109,27959,35854,30820,14481,8915,2837,409,53,10199.5
2014,경기,군포시,태양광,992.8,2,288408,29899,34899,39553,48375,52277,45703,19707,12365,4899,686,45,10199.5
2014,경기,김포시,태양광,1898.31,34,340310,41854,39596,36976,60419,61890,48991,27133,16749,5873,784,45,10199.5
2014,경기,남양주시,태양광,1431.06,24,636256,71261,80282,72114,101008,120866,94141,52003,32744,10225,1486,126,10199.5
2014,경기,동두천시,태양광,224.0,5,97595,8994,11159,11175,13907,16975,15545,9238,7723,2490,342,47,10199.5
2014,경기,부천시,태양광,277.81,8,855586,72805,98718,127082,136314,151851,150230,67648,35950,12969,1855,164,10199.5
2014,경기,성남시,태양광,327.52,9,974608,84170,113827,135656,161337,178606,154256,79924,47091,16685,2715,341,10199.5
2014,경기,수원시,태양광,707.55,18,1174228,118801,150680,175004,202685,218939,170894,74797,43999,15920,2317,192,10199.5
2014,경기,시흥시,태양광,2594.61,23,394639,39746,54580,52639,63304,83118,59729,21984,13950,4876,656,57,10199.5
2014,경기,안산시,태양광,1245.13,24,707876,63974,97016,105047,109757,141859,112088,41550,25897,9359,1253,76,10199.5
2014,경기,안성시,태양광,2702.15,42,181896,18497,21153,20705,28581,31029,27832,16261,12281,4875,644,38,10199.5
2014,경기,안양시,태양광,67.08,3,600809,51577,73703,87067,92275,108989,102088,47373,26440,9824,1346,127,10199.5
2014,경기,양주시,태양광,1004.7,28,202072,21355,25191,22515,29554,37832,31520,17712,11978,3824,555,36,10199.5
2014,경기,양평군,태양광,2005.43,24,105379,7971,10127,10405,11801,16078,19836,14047,10546,3906,617,45,10199.5
2014,경기,연천군,태양광,527.34,12,45363,3463,4280,5427,4957,6395,8190,5529,5006,1800,289,27,10199.5
2014,경기,오산시,태양광,98.28,1,208565,28865,25520,26114,44124,37836,24956,11451,7239,2142,291,27,10199.5
2014,경기,용인시,태양광,1565.63,29,961026,114893,127463,107449,162821,189608,121933,72450,46736,15251,2319,103,10199.5
2014,경기,의왕시,태양광,183.07,4,158482,15418,18778,22030,24526,28109,26839,12372,7115,2838,424,33,10199.5
2014,경기,의정부시,태양광,221.05,7,431112,37778,52904,55932,62571,80161,70425,37248,24936,7911,1086,160,10199.5
2014,경기,이천시,태양광,3208.78,41,205014,21823,25926,25775,32301,35233,30991,16166,11712,4427,627,33,10199.5
2014,경기,파주시,태양광,4113.16,62,411348,46870,49302,51462,66856,74656,57635,31049,23909,8237,1239,133,10199.5
2014,경기,평택시,태양광,4751.91,97,449555,46773,56860,55989,72551,82838,66357,33760,24619,8472,1169,167,10199.5
2014,경기,포천시,태양광,2528.32,35,155798,12200,18104,18623,18689,27128,29369,15417,11530,4096,592,50,10199.5
2014,경기,하남시,태양광,1286.66,11,148896,13411,15802,18565,23187,25707,26169,15063,7854,2587,467,84,10199.5
2014,경기,화성시,태양광,4718.0,92,540862,75899,69620,57444,104775,101860,66077,34380,21695,7968,1074,70,10199.5
2015,경기,가평군,태양광,1536.06,32,62008,4201,5761,6207,6530,9101,11814,8700,6590,2704,363,37,10199.5
2015,경기,고양시,태양광,4002.2,57,1027546,93068,127178,140746,144773,199230,168275,77020,52907,21306,2813,230,10199.5
2015,경기,과천시,태양광,20.0,1,68946,5600,8901,9730,8754,12560,12060,5815,3509,1693,287,37,10199.5
2015,경기,광명시,태양광,68.75,2,344978,34755,39396,43944,57342,62288,53786,30494,16158,5904,805,106,10199.5
2015,경기,광주시,태양광,2577.91,40,312579,33229,32758,36547,54276,55843,49943,29158,14918,5119,720,68,10199.5
2015,경기,구리시,소수력,45.0,1,186721,16400,22421,25538,27046,35151,31512,15860,9197,3105,431,60,10199.5
2015,경기,구리시,태양광,273.0,1,186721,16400,22421,25538,27046,35151,31512,15860,9197,3105,431,60,10199.5
2015,경기,군포시,태양광,992.8,2,287519,29206,33330,39593,47010,51307,46695,21701,12480,5404,743,50,10199.5
2015,경기,김포시,태양광,3829.97,58,349990,43169,39484,37926,59764,63858,50829,30170,17450,6415,877,48,10199.5
2015,경기,남양주시,태양광,1897.49,33,653454,72156,79108,75096,100024,123219,98746,57391,34389,11554,1628,143,10199.5
2015,경기,동두천시,태양광,519.0,6,97974,8938,10603,11243,13396,16839,15887,10007,7866,2770,371,54,10199.5
2015,경기,부천시,태양광,265.81,7,848987,71275,92294,126103,132981,147188,151730,74473,36534,14209,2018,182,10199.5
2015,경기,성남시,태양광,401.52,11,971424,83159,107955,135739,157861,175460,155418,86157,48310,18123,2875,367,10199.5
2015,경기,수원시,태양광,1347.65,29,1184624,119105,143276,178983,200453,217684,177261,82091,45486,17520,2549,216,10199.5
2015,경기,시흥시,태양광,3143.96,28,398256,39608,52071,54284,61631,82246,63605,24444,14267,5340,706,54,10199.5
2015,경기,안산시,태양광,2054.63,30,697885,61430,90008,106372,103933,136765,116467,45352,25780,10327,1367,84,10199.5
2015,경기,안성시,태양광,5745.27,69,180199,17767,20270,20519,26857,30664,28259,17477,12382,5294,669,41,10199.5
2015,경기,안양시,태양광,255.08,6,597789,50930,69402,87064,90241,106296,102915,51921,26852,10575,1458,135,10199.5
2015,경기,양주시,태양광,1602.8,40,205184,21222,24754,23060,28622,38090,32638,19379,12479,4293,606,41,10199.5
2015,경기,양평군,태양광,2424.35,31,108316,8146,10015,10634,11633,16284,20091,15562,10883,4343,675,50,10199.5
2015,경기,연천군,태양광,682.84,21,45725,3454,4087,5889,4926,6079,8108,5894,4968,1985,305,30,10199.5
2015,경기,오산시,태양광,259.24,5,206828,27759,24737,25969,42001,37945,25751,12545,7366,2416,310,29,10199.5
2015,경기,용인시,태양광,2591.63,41,975746,114258,125540,111310,157708,192757,127735,77701,49158,16974,2491,114,10199.5
2015,경기,의왕시,태양광,183.07,4,157740,15031,17762,21978,23637,27412,27352,13725,7260,3085,461,37,10199.5
2015,경기,의정부시,태양광,296.05,9,433937,37339,50455,57605,61116,79135,72219,40182,25737,8818,1162,169,10199.5
2015,경기,이천시,바이오,250.0,1,204935,21471,24923,25640,31398,34840,31821,17604,11696,4840,665,37,10199.5
2015,경기,이천시,태양광,4523.96,59,204935,21471,24923,25640,31398,34840,31821,17604,11696,4840,665,37,10199.5
2015,경기,파주시,태양광,6014.29,92,423321,48035,49180,52378,67761,76478,60362,33883,24579,9228,1288,149,10199.5
2015,경기,평택시,태양광,8534.71,148,460532,47769,55003,58615,72915,84137,69686,36790,24788,9399,1247,183,10199.5
2015,경기,포천시,태양광,4958.03,66,155192,11946,16961,18942,17915,26133,29916,16620,11582,4461,661,55,10199.5
2015,경기,하남시,태양광,1398.74,14,166713,16577,16566,20172,27166,28248,28273,17684,8474,2947,520,86,10199.5
2015,경기,화성시,태양광,8142.2,149,596525,85045,73741,64741,115613,112110,73428,38849,22789,8944,1190,75,10199.5
2016,경기,가평군,태양광,2005.06,39,62448,4166,5467,6326,6469,8915,11819,9278,6640,2935,396,37,10199.5
2016,경기,고양시,태양광,5025.39,72,1039684,92309,121539,145198,143545,197424,174535,83665,54504,23668,3048,249,10199.5
2016,경기,과천시,태양광,20.0,1,63778,5035,7990,8929,7968,11431,11111,5870,3428,1693,283,40,10199.5
2016,경기,광명시,태양광,88.28,3,339484,32762,38030,43374,53942,61437,53681,32443,16504,6360,828,123,10199.5
2016,경기,광주시,태양광,2838.91,44,327723,34239,32803,38531,56232,58000,52921,32376,16032,5678,846,65,10199.5
2016,경기,구리시,소수력,45.0,1,193763,16971,21799,26815,27858,35405,33554,17556,9850,3404,490,61,10199.5
2016,경기,구리시,태양광,606.0,4,193763,16971,21799,26815,27858,35405,33554,17556,9850,3404,490,61,10199.5
2016,경기,군포시,태양광,992.8,2,284890,28017,31909,39182,45050,50430,47205,23554,12856,5852,784,51,10199.5
2016,경기,김포시,태양광,5223.45,74,363443,44453,39753,39433,60148,66351,53508,32840,18793,7109,1001,54,10199.5
2016,경기,남양주시,태양광,2142.61,36,662154,70991,77865,76916,97335,124550,101882,61709,36098,12885,1751,172,10199.5
2016,경기,동두천시,태양광,642.0,9,98277,8697,10281,11337,12864,16681,16168,10612,8056,3108,402,71,10199.5
2016,경기,부천시,태양광,265.81,7,851380,70745,87291,126300,131986,144794,153297,81333,37849,15529,2062,194,10199.5
2016,경기,성남시,태양광,1493.52,13,974580,83011,103689,136760,155275,174460,156827,91689,49923,19488,3058,400,10199.5
2016,경기,수원시,태양광,1744.65,34,1194041,117774,137222,182952,197988,216747,183354,88429,47459,19101,2775,240,10199.5
